MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment,Behavior,class
3422_12,0.056714,0.072312,0.520505,0.370332,0.247907,0.381563,0.488326,0.309055,0.374199,0.164948,0.048862,0.576481,0.507561,0.555804,0.375953,0.411303,0.502775,0.272338,0.572485,0.719866,0.069384,0.441073,0.351397,0.24792,0.175316,0.324011,0.578349,0.391751,0.463092,0.388041,0.398029,0.247458,0.3345,0.816043,0.549067,0.759532,0.662831,0.442613,0.644821,0.404042,0.583799,0.444841,0.391021,0.133069,0.268245,0.318461,0.272383,0.094775,0.153224,0.319074,0.053862,0.342432,0.51492,0.908617,0.67644,0.5769,0.144778,0.224698,0.475548,0.083891,0.581445,0.433193,0.405784,0.532735,0.776078,0.488095,0.33893,0.534306,0.466104,0.402505,0.908617,0.557723,0.223453,0.224652,0.683677,0.379326,0.257709,Control,Saline,S/C,c-SC-s
3422_13,0.063377,0.063802,0.50648,0.310561,0.16221,0.434856,0.516701,0.242118,0.420375,0.158704,0.044282,0.551726,0.400975,0.56428,0.312611,0.353772,0.457076,0.203013,0.560766,0.602627,0.068379,0.484459,0.398803,0.197374,0.110721,0.301026,0.547547,0.387843,0.37583,0.385819,0.358994,0.162971,0.313013,0.896941,0.635782,0.797506,0.664842,0.445668,0.582142,0.345812,0.613349,0.490539,0.403761,0,0.231301,0.211435,0.222582,0.03748,0.08187,0.22072,0.041361,0.298481,0.363452,0.528092,0.45478,0.421902,0.117057,0.213453,0.29875,0.069655,0.551084,0.393458,0.330892,0.433787,0.695803,0.397411,0.230841,0.420754,0.389429,0.383019,0.528092,0.344253,0.162421,0.193755,0.507638,0.301987,0.205398,Control,Saline,S/C,c-SC-s
3422_14,0.051313,0.058841,0.535353,0.31487,0.168559,0.396786,0.510342,0.235302,0.391894,0.150563,0.057128,0.552495,0.358337,0.574144,0.330575,0.307839,0.450217,0.206959,0.557208,0.644412,0.060566,0.432242,0.365705,0.173035,0.114654,0.291162,0.530061,0.38601,0.372587,0.346617,0.362449,0.153198,0.30273,1,0.672313,0.801812,0.68338,0.479681,0.639384,0.355743,0.610425,0.485333,0.458391,0.022966,0.233011,0.220198,0.240117,0.066329,0.112241,0.224842,0.047531,0.418739,0.394511,0.69797,0.526543,0.511399,0.113655,0.26249,0.359957,0.085591,0.57719,0.58919,0.348281,0.425159,0.754777,0.391517,0.236723,0.571376,0.518618,0.462049,0.69797,0.606159,0.232162,0.24382,0.54267,0.347798,0.193833,Control,Saline,S/C,c-SC-s
3422_15,0.061854,0.068027,0.482017,0.324525,0.185345,0.395485,0.521034,0.256946,0.458644,0.155967,0.052984,0.566906,0.4206,0.604422,0.329631,0.369506,0.463489,0.213455,0.568325,0.631726,0.073266,0.470063,0.483353,0.183995,0.126975,0.302793,0.578288,0.350113,0.460339,0.323011,0.451066,0.175497,0.308926,0.937082,0.642019,0.801319,0.7218,0.485899,0.753354,0.382169,0.646525,0.563026,0.465064,0.043568,0.225178,0.263968,0.241152,0.090236,0.106767,0.252451,0.046023,0.328542,0.372796,0.728639,0.606963,0.611582,0.137099,0.2744,0.344771,0.059165,0.579099,0.620765,0.380903,0.46184,0.906341,0.471934,0.274205,0.552217,0.56831,0.397131,0.728639,0.512655,0.177643,0.234536,0.604604,0.372042,0.202367,Control,Saline,S/C,c-SC-s
3423_1,0.077392,0.14782,0.734745,0.731839,0.619288,0.421299,0.553966,0.496567,0.806159,0.149939,0.066884,0.717067,0.488748,0.682999,0.636839,0.784102,0.779658,0.31018,0.689032,0.766232,0.071149,0.501255,0.358769,0.592632,0.576774,0.48189,0.671185,0.658775,0.883618,0.402204,0.495943,0.847148,0.48368,0.749989,0.348779,0.856802,0.520983,0.478049,0.613065,0.333675,0.464728,0.507658,0.249686,0.531915,0.530285,0.321719,0.336972,0.209754,0.348518,0.521688,0.015593,0.302833,0.693019,0.790489,0.617748,0.832553,0.163495,0.130904,0.575561,0.103993,0.425871,0.411555,0.547271,0.794885,0.353792,0.489418,0.358409,0.260755,0.240113,0.161488,0.790489,0.124743,0.595021,0.08158,0.293952,0.207289,0.378533,Control,Saline,S/C,c-SC-s
3423_2,0.087101,0.147164,0.716501,0.748685,0.5954,0.422061,0.557671,0.481352,0.804169,0.150382,0.066974,0.712427,0.463469,0.652684,0.727684,0.757659,0.775487,0.313713,0.666019,0.776915,0.066895,0.51585,0.352231,0.547394,0.578217,0.472197,0.651433,0.663166,0.857316,0.384826,0.475154,0.821893,0.497427,0.729842,0.323965,0.841739,0.5126,0.480843,0.692722,0.304469,0.471404,0.488874,0.240055,0.526047,0.495132,0.292579,0.329041,0.206622,0.331385,0.575544,0.017406,0.302486,0.707669,0.83316,0.657629,0.864647,0.164182,0.157414,0.531197,0.107488,0.38614,0.452685,0.553236,0.844572,0.395503,0.50431,0.355228,0.284543,0.24259,0.157417,0.83316,0.157411,0.597641,0.068818,0.231859,0.193249,0.374063,Control,Saline,S/C,c-SC-s
3423_3,0.083243,0.14393,0.729821,0.75548,0.620038,0.426241,0.553966,0.479624,0.78671,0.165616,0.065714,0.733051,0.498734,0.678017,0.656778,0.77766,0.78257,0.328143,0.663825,0.791685,0.069376,0.494011,0.434701,0.555556,0.563852,0.453771,0.686359,0.671925,0.877322,0.406961,0.512524,0.795562,0.497739,0.754685,0.341446,0.850054,0.518821,0.485483,1,0.34344,0.483504,0.518824,0.248509,0.517035,0.475662,0.274365,0.328186,0.205802,0.341525,0.604315,0.017879,0.294671,0.714875,0.854549,0.619821,0.8195,0.15761,0.136949,0.502783,0.104812,0.351458,0.397778,0.508609,0.792102,0.386993,0.516589,0.341966,0.289416,0.246958,0.188861,0.854549,0.120779,0.597209,0.070822,0.197964,0.202541,0.368133,Control,Saline,S/C,c-SC-s
3423_4,0.078283,0.134143,0.665661,0.674185,0.54975,0.409804,0.550508,0.460655,0.670776,0.144408,0.073374,0.692701,0.4744,0.644955,0.571053,0.683341,0.741115,0.332077,0.649946,0.758852,0.070469,0.517773,0.341382,0.46225,0.505621,0.447011,0.675223,0.613264,0.823295,0.419046,0.426858,0.716462,0.435238,0.672333,0.331692,0.766067,0.534521,0.432348,0.58194,0.292403,0.395869,0.420794,0.258664,0.463889,0.518078,0.339379,0.321125,0.191013,0.269665,0.484465,0.011222,0.300799,0.699387,0.77044,0.661179,0.713244,0.147424,0.178511,0.551289,0.100585,0.439437,0.357322,0.521456,0.840474,0.385024,0.516985,0.385702,0.238918,0.228538,0.185058,0.77044,0.173337,0.575802,0.064997,0.197604,0.267325,0.44346,Control,Saline,S/C,c-SC-s
3423_5,0.07547,0.134567,0.65761,0.693286,0.539758,0.42785,0.572001,0.45154,0.673697,0.152786,0.074597,0.713432,0.469087,0.642605,0.624705,0.685988,0.745492,0.321589,0.646349,0.764817,0.070454,0.586447,0.390291,0.445066,0.514838,0.487301,0.705201,0.660191,0.837008,0.412866,0.461176,0.712275,0.460985,0.72428,0.335622,0.773265,0.554094,0.427526,0.625119,0.309334,0.461871,0.439373,0.237618,0.473229,0.485059,0.330346,0.333974,0.194447,0.277802,0.52031,0.012943,0.306357,0.676948,0.809452,0.654717,0.80694,0.149977,0.165572,0.538501,0.105097,0.486513,0.395072,0.519114,0.856416,0.43846,0.530835,0.380355,0.317477,0.245561,0.188946,0.809452,0.134924,0.623582,0.077025,0.204506,0.258163,0.462067,Control,Saline,S/C,c-SC-s
3423_6,0.068984,0.134157,0.636597,0.703824,0.569215,0.419852,0.560946,0.451639,0.664144,0.150386,0.065771,0.714324,0.489554,0.661103,0.572361,0.682581,0.736065,0.329919,0.664395,0.767834,0.068995,0.526952,0.362342,0.432249,0.506255,0.477507,0.669676,0.604986,0.831696,0.395886,0.416423,0.719018,0.439926,0.661131,0.326203,0.789585,0.512962,0.44923,0.616296,0.308869,0.439773,0.442828,0.244714,0.484743,0.449464,0.331927,0.326595,0.213781,0.275421,0.549538,0.012712,0.292518,0.681633,0.820611,0.654184,0.786332,0.146084,0.182886,0.522308,0.107588,0.420288,0.39747,0.488906,0.826759,0.417826,0.56536,0.365888,0.277065,0.266613,0.16615,0.820611,0.100865,0.598976,0.068383,0.210248,0.214703,0.427938,Control,Saline,S/C,c-SC-s
3423_7,0.051288,0.113684,0.585531,0.624651,0.482527,0.417416,0.572929,0.38915,0.657823,0.150888,0.054919,0.695803,0.422085,0.638254,0.54008,0.557531,0.641461,0.301916,0.622494,0.717124,0.072249,0.539107,0.372311,0.340542,0.410372,0.441094,0.679188,0.560159,0.763667,0.443155,0.35926,0.61204,0.378173,0.625127,0.261826,0.69706,0.577762,0.351044,0.581826,0.238029,0.325083,0.340632,0.251793,0.375655,0.479188,0.360094,0.305663,0.187342,0.232701,0.418834,0.010064,0.308943,0.684785,0.736283,0.569526,0.657279,0.138846,0.204721,0.53126,0.090261,0.434495,0.304991,0.493219,0.790471,0.332203,0.482056,0.365233,0.255726,0.326896,0.242184,0.736283,0.112974,0.534613,0.09193,0.196086,0.293601,0.512692,Control,Saline,S/C,c-SC-s
3423_8,0.0482,0.108581,0.565596,0.567881,0.472755,0.464359,0.537055,0.373465,0.601007,0.137934,0.053944,0.720764,0.401565,0.597806,0.515296,0.534369,0.63222,0.278058,0.601661,0.714527,0.068574,0.509154,0.488105,0.329599,0.38067,0.423611,0.637075,0.557205,0.747432,0.404936,0.405294,0.539594,0.360975,0.582792,0.281388,0.659406,0.519169,0.308991,0.51312,0.219348,0.331688,0.308912,0.224065,0.360457,0.442628,0.335547,0.291441,0.155321,0.228083,0.444146,0.01159,0.314296,0.668267,0.732378,0.554518,0.712487,0.137217,0.226261,0.507791,0.095262,0.44842,0.324025,0.478869,0.79434,0.390043,0.492537,0.330892,0.283784,0.302242,0.233639,0.732378,0.114163,0.510661,0.120668,0.257374,0.306402,0.487474,Control,Saline,S/C,c-SC-s
3423_9,0.06194,0.110682,0.581116,0.600622,0.465863,0.480052,0.563246,0.379565,0.655041,0.153929,0.055115,0.693799,0.416187,0.667965,0.525423,0.571558,0.668443,0.303062,0.631174,0.747263,0.071927,0.57219,0.413832,0.338273,0.403718,0.440382,0.658778,0.597358,0.763022,0.513252,0.368117,0.564892,0.385503,0.587691,0.291809,0.709848,0.508649,0.335384,0.568351,0.2417,0.346297,0.316513,0.217207,0.378194,0.421669,0.353381,0.306933,0.167742,0.233726,0.46465,0.010089,0.295062,0.67848,0.77569,0.531434,0.707699,0.136041,0.175577,0.443985,0.093235,0.430882,0.30525,0.475538,0.802317,0.390728,0.530105,0.35581,0.243482,0.292577,0.239591,0.77569,0.185917,0.548622,0.095653,0.205499,0.272247,0.473739,Control,Saline,S/C,c-SC-s
3423_10,0.046823,0.106099,0.537486,0.545094,0.38563,0.433004,0.596992,0.358135,0.674068,0.150886,0.052389,0.697499,0.430276,0.670795,0.470103,0.506001,0.619728,0.278933,0.616521,0.662223,0.084776,0.58923,0.402449,0.291047,0.349268,0.420937,0.663378,0.701875,0.74673,0.495367,0.380483,0.481493,0.341542,0.631231,0.282634,0.694661,0.588957,0.314394,0.488221,0.232602,0.34384,0.301333,0.214266,0.299737,0.433249,0.355966,0.269173,0.184351,0.213316,0.410558,0.009499,0.321844,0.632313,0.689748,0.587537,0.618739,0.126297,0.170713,0.458775,0.083522,0.449373,0.347978,0.479093,0.799163,0.401069,0.538173,0.403323,0.315672,0.299816,0.240551,0.689748,0.180352,0.46712,0.09436,0.23654,0.312599,0.504105,Control,Saline,S/C,c-SC-s
3423_11,0.042819,0.08173,0.466475,0.476013,0.378003,0.474684,0.566508,0.312559,0.665376,0.138055,0.047816,0.623057,0.353199,0.619937,0.383885,0.435704,0.565668,0.247666,0.582123,0.661026,0.076416,0.53776,0.351639,0.240201,0.310872,0.399217,0.629005,0.499622,0.68547,0.404226,0.231463,0.421303,0.313036,0.542465,0.257078,0.621218,0.511031,0.258953,0.490251,0.204088,0.308508,0.248682,0.186718,0.325976,0.42742,0.406606,0.282865,0.203287,0.22615,0.424807,0.009969,0.402303,0.701056,0.741112,0.612948,0.661095,0.13965,0.16733,0.465389,0.087983,0.463883,0.384885,0.480699,0.805443,0.408703,0.577682,0.395117,0.372053,0.277007,0.312351,0.741112,0.147781,0.449583,0.108776,0.327034,0.402466,0.522975,Control,Saline,S/C,c-SC-s
3423_12,0.042132,0.091398,0.790725,0.503317,0.375317,0.423541,0.525112,0.318303,0.631236,0.142302,0.051986,0.656538,0.352239,0.631801,0.432946,0.455864,0.581106,0.251073,0.582343,0.691398,0.074352,0.564458,0.39917,0.247331,0.30738,0.409505,0.631412,0.521588,0.690678,0.426617,0.266519,0.420562,0.312136,0.563132,0.251378,0.663984,0.512535,0.265506,0.520289,0.22062,0.337571,0.263643,0.206409,0.294648,0.395095,0.402048,0.29842,0.190154,0.217013,0.466223,0.009988,0.319424,0.646357,0.707568,0.590814,0.704974,0.123634,0.211199,0.434208,0.084612,0.479255,0.345857,0.492417,0.787205,0.377614,0.470466,0.36671,0.278928,0.336078,0.299646,0.707568,0.158408,0.469774,0.117105,0.286798,0.339618,0.489704,Control,Saline,S/C,c-SC-s
3423_13,0.051491,0.082802,0.525524,0.477672,0.292462,0.444795,0.613034,0.326311,0.650064,0.16215,0.048724,0.656966,0.340215,0.611743,0.372681,0.444375,0.578826,0.260501,0.601168,0.664541,0.079465,0.610355,0.400072,0.266239,0.303478,0.396841,0.626014,0.5493,0.707668,0.526184,0.226729,0.386742,0.388084,0.553579,0.24648,0.632168,0.591769,0.299829,0.51448,0.217173,0.301189,0.285114,0.18242,0.264412,0.403277,0.375185,0.290594,0.15464,0.187072,0.380533,0.001055,0.30561,0.55951,0.697305,0.549595,0.578372,0.141947,0.126697,0.42337,0.110593,0.460574,0.376098,0.464972,0.782173,0.529579,0.539703,0.434607,0.313207,0.349171,0.421911,0.697305,0.176647,0.509536,0.154622,0.30638,0.442587,0.538603,Control,Saline,S/C,c-SC-s
3423_14,0.039262,0.093497,0.492018,0.503143,0.342706,0.525853,0.736933,0.319827,0.644143,0.170115,0.05345,0.702273,0.348058,0.658501,0.396595,0.458089,0.576309,0.265998,0.615965,0.70345,0.086234,0.638115,0.445808,0.268789,0.303946,0.406213,0.657376,0.56351,0.724855,0.563296,0.275316,0.416484,0.391774,0.590259,0.285842,0.651628,0.562354,0.263052,0.524813,0.232745,0.304337,0.244592,0.206897,0.318486,0.38068,0.39855,0.322181,0.19085,0.216576,0.412752,0.005727,0.344458,0.530624,0.795054,0.661719,0.676326,0.128633,0.17427,0.443533,0.121209,0.528517,0.412072,0.499784,0.796337,0.545552,0.592139,0.44458,0.371389,0.336647,0.388684,0.795054,0.235944,0.521279,0.154587,0.395974,0.416879,0.544515,Control,Saline,S/C,c-SC-s
3423_15,0.051851,0.086008,0.532417,0.49397,0.343727,0.472557,0.608407,0.311465,0.619259,0.176751,0.053409,0.722181,0.377132,0.632651,0.378886,0.464225,0.553878,0.268479,0.607727,0.685212,0.110201,0.667097,0.446586,0.256902,0.292134,0.401396,0.686751,0.590855,0.721231,0.551746,0.233257,0.412428,0.371237,0.57655,0.27955,0.672458,0.578003,0.268363,0.514157,0.218953,0.29297,0.248603,0.210137,0.316598,0.365603,0.405946,0.302467,0.220227,0.200433,0.421158,0.007994,0.333451,0.595232,0.692746,0.617026,0.613594,0.15524,0.244299,0.438918,0.121316,0.541831,0.436774,0.504849,0.819552,0.505938,0.604145,0.452388,0.358948,0.346855,0.414762,0.692746,0.168072,0.505263,0.171477,0.359736,0.450011,0.552099,Control,Saline,S/C,c-SC-s
3424_1,0.097092,0.136694,0.571451,0.536537,0.386868,0.333498,0.473592,0.338036,0.527129,0.154473,0.085809,0.609873,0.325731,0.590206,0.48112,0.542936,0.649938,0.268401,0.54189,0.666823,0.08706,0.453269,0.266039,0.403388,0.422935,0.452308,0.569271,0.511461,0.726426,0.272494,0.364862,0.58953,0.525283,0.589193,0.268238,0.710196,0.527165,0.325003,0.510346,0.233705,0.300379,0.297023,0.219002,0.427214,0.611401,0.333702,0.263619,0.172304,0.323557,0.478128,0.032206,0.312846,0.74161,0.777011,0.556208,0.599104,0.222395,0.218098,0.486928,0.120954,0.436193,0.350533,0.386323,0.747466,0.369428,0.475979,0.47792,0.34647,0.359346,0.299172,0.777011,0.126049,0.469964,0.108803,0.304119,0.332097,0.370829,Control,Saline,S/C,c-SC-s
3424_2,0.098879,0.142545,0.576605,0.54285,0.465095,0.362883,0.480154,0.337958,0.549766,0.175387,0.087942,0.638654,0.343698,0.607331,0.564347,0.580036,0.670108,0.296442,0.572693,0.674865,0.096341,0.443648,0.297751,0.407916,0.424648,0.479438,0.604923,0.59243,0.746873,0.298956,0.414722,0.635154,0.518527,0.603164,0.308771,0.723186,0.521066,0.3306,0.52233,0.261784,0.332471,0.326359,0.217059,0.444752,0.62146,0.342352,0.275938,0.177979,0.344666,0.531838,0.034578,0.310438,0.777308,0.768248,0.62416,0.647107,0.21836,0.243127,0.473123,0.128602,0.441278,0.351531,0.395793,0.746507,0.383407,0.519534,0.47955,0.354581,0.359346,0.299172,0.768248,0.143686,0.429762,0.118232,0.304119,0.332097,0.326034,Control,Saline,S/C,c-SC-s
3424_3,0.098942,0.142703,0.581294,0.539776,0.501045,0.382133,0.505782,0.329392,0.521209,0.191382,0.089759,0.652062,0.332468,0.599783,0.530033,0.578013,0.690457,0.304561,0.571869,0.695956,0.087909,0.465399,0.318811,0.405713,0.437488,0.466707,0.60057,0.567085,0.74065,0.301199,0.398551,0.615768,0.518627,0.594217,0.299959,0.739469,0.525954,0.341186,0.527839,0.290967,0.339987,0.342763,0.215806,0.442152,0.567411,0.347842,0.27137,0.17151,0.328728,0.592549,0.035226,0.317367,0.809932,0.861779,0.51776,0.701044,0.204915,0.186762,0.463568,0.146042,0.427789,0.337121,0.376134,0.749853,0.424096,0.562332,0.455829,0.34461,0.359346,0.299172,0.861779,0.166145,0.46794,0.103683,0.304119,0.332097,0.294547,Control,Saline,S/C,c-SC-s
3424_4,0.03926,0.048253,0.249871,0.140396,0.137672,0.200325,0.239397,0.117205,0.142715,0.07162,0.041107,0.375292,0,0.346907,0.11458,0.221844,0.348248,0.100666,0.333895,0.396381,0.037061,0.110806,0.020355,0.152291,0.134553,0.263793,0.349521,0.160953,0.360492,0.042037,0.030869,0.175109,0.274,0.250959,0.069812,0.381627,0.296869,0.021503,0.264948,0,0,0,0.096239,0.355026,0.559986,0.357193,0.261702,0.167813,0.30539,0.440112,0.031204,0.308723,0.726015,0.811958,0.609425,0.614453,0.230316,0.194779,0.44853,0.115347,0.481178,0.329565,0.384376,0.755698,0.439778,0.465472,0.466178,0.325248,0.359346,0.299172,0.811958,0.163351,0.45061,0.136453,0.304119,0.332097,0.39347,Control,Saline,S/C,c-SC-s
3424_5,0.101979,0.132555,0.55324,0.499189,0.370524,0.367036,0.541347,0.289752,0.497486,0.164112,0.088183,0.717546,0.317441,0.599547,0.479031,0.499827,0.597047,0.268905,0.555626,0.657031,0.100105,0.470959,0.351935,0.325917,0.348937,0.44593,0.616778,0.495062,0.705576,0.311069,0.394408,0.497895,0.498938,0.556724,0.308439,0.710011,0.530784,0.293862,0.553573,0.232843,0.320781,0.287714,0.195112,0.356614,0.510697,0.320477,0.258604,0.17345,0.282826,0.450712,0.030658,0.311727,0.72545,0.825867,0.588251,0.658688,0.221229,0.266211,0.470656,0.113858,0.479651,0.350502,0.359209,0.742878,0.458912,0.499311,0.465154,0.331875,0.359346,0.299172,0.825867,0.145515,0.467769,0.16381,0.304119,0.332097,0.364919,Control,Saline,S/C,c-SC-s
3424_6,0.09331,0.129761,0.564253,0.499987,0.410066,0.359483,0.505885,0.297203,0.484929,0.18017,0.086133,0.65319,0.341704,0.608856,0.464473,0.50281,0.627935,0.290247,0.571077,0.680145,0.094972,0.514575,0.384735,0.343886,0.373004,0.459752,0.618687,0.549927,0.711069,0.418143,0.385927,0.505058,0.498525,0.570196,0.301526,0.67253,0.539768,0.309576,0.526645,0.269906,0.343374,0.28957,0.207201,0.326415,0.460413,0.3286,0.264636,0.164208,0.277363,0.500308,0.030606,0.309569,0.676202,0.816643,0.491369,0.641414,0.185949,0.203163,0.389372,0.126974,0.448048,0.34483,0.323223,0.717691,0.514488,0.491328,0.425278,0.305688,0.359346,0.299172,0.816643,0.194964,0.436087,0.125867,0.304119,0.332097,0.332375,Control,Saline,S/C,c-SC-s
3424_7,0.065218,0.098086,0.470395,0.372646,0.269,0.347853,0.471039,0.217097,0.43726,0.140622,0.070492,0.589014,0.253741,0.569814,0.355347,0.354071,0.522014,0.209976,0.524486,0.608031,0.089554,0.422328,0.337026,0.245837,0.246708,0.389056,0.635512,0.479416,0.606725,0.471373,0.214435,0.357943,0.371285,0.505648,0.226444,0.578352,0.532779,0.196045,0.43592,0.170656,0.229729,0.16817,0.198886,0.217138,0.461138,0.335918,0.257673,0.188392,0.252902,0.348564,0.021737,0.299201,0.616636,0.833657,0.605947,0.5497,0.218216,0.259692,0.410449,0.085407,0.432618,0.356264,0.321401,0.737427,0.491111,0.500977,0.391221,0.321756,0.359346,0.299172,0.833657,0.176392,0.403025,0.177352,0.304119,0.332097,0.403225,Control,Saline,S/C,c-SC-s
3424_8,0.101377,0.10731,0.477483,0.422539,0.314745,0.365834,0.616048,0.235588,0.513863,0.152309,0.078985,0.630522,0.244866,0.595672,0.409252,0.379896,0.558549,0.236386,0.557303,0.620823,0.094424,0.497149,0.352041,0.261095,0.264805,0.41812,0.606684,0.485499,0.638671,0.356203,0.271528,0.393084,0.399546,0.567093,0.275833,0.615661,0.547751,0.234954,0.49064,0.190153,0.2846,0.216464,0.194491,0.283302,0.422917,0.308227,0.255951,0.191467,0.252663,0.410885,0.022565,0.308215,0.663379,0.80552,0.588532,0.606373,0.213336,0.296843,0.387142,0.096884,0.479896,0.415821,0.325505,0.725633,0.5078,0.487057,0.416983,0.378908,0.359346,0.299172,0.80552,0.222878,0.434745,0.201715,0.304119,0.332097,0.424451,Control,Saline,S/C,c-SC-s
3424_9,0.073952,0.11011,0.479208,0.430426,0.292642,0.385895,0.493765,0.239096,0.467018,0.156132,0.075588,0.621031,0.289486,0.621864,0.397206,0.395465,0.55827,0.250913,0.546414,0.644174,0.097857,0.475226,0.390722,0.26563,0.278457,0.412418,0.660497,0.541815,0.640996,0.384695,0.268294,0.397215,0.395778,0.515379,0.269686,0.609627,0.533818,0.218598,0.486927,0.20556,0.316337,0.204876,0.187355,0.253227,0.426438,0.349053,0.271528,0.191532,0.242771,0.418182,0.023955,0.3259,0.657808,0.792028,0.551689,0.575554,0.21672,0.255571,0.365201,0.095537,0.451346,0.377693,0.303339,0.730045,0.555409,0.493744,0.396676,0.338227,0.359346,0.299172,0.792028,0.267736,0.448471,0.214032,0.304119,0.332097,0.369651,Control,Saline,S/C,c-SC-s
3424_10,0.072074,0.105834,0.490278,0.389235,0.234998,0.392256,0.549956,0.214701,0.717476,0.180887,0.078863,0.612927,0.284235,0.65822,0.381359,0.367676,0.51876,0.240413,0.653193,0.65391,0.114155,0.513572,0.383605,0.266817,0.249747,0.405225,0.657017,0.492754,0.611471,0.520503,0.315041,0.357018,0.40708,0.522468,0.30671,0.624574,0.619762,0.204832,0.562079,0.227588,0.311007,0.225867,0.215492,0.22013,0.453894,0.393181,0.257874,0.16363,0.238257,0.324381,0.012327,0.321206,0.593088,0.703812,0.557732,0.570634,0.19253,0.293636,0.366779,0.054987,0.455033,0.367812,0.382381,0.744624,0.459613,0.548106,0.71514,0.854681,0.359346,0.299172,0.703812,0.602252,0.421151,0.268184,0.304119,0.332097,0.436301,Control,Saline,S/C,c-SC-s
3424_11,0.078721,0.107645,0.54092,0.42459,0.249437,0.444508,0.656773,0.232968,0.709548,0.167486,0.085726,0.660679,0.366857,0.671284,0.417123,0.374404,0.532475,0.256864,0.611359,0.691815,0.118703,0.638454,0.462391,0.293928,0.279742,0.405328,0.664157,0.54476,0.656103,0.523377,0.32666,0.371915,0.407829,0.574617,0.320684,0.624932,0.638197,0.25147,0.543721,0.230952,0.374959,0.265919,0.223424,0.241506,0.433292,0.40918,0.252694,0.151116,0.246313,0.336453,0.013951,0.354568,0.651773,0.792009,0.589369,0.534546,0.20272,0.268639,0.36794,0.042516,0.4573,0.37201,0.373326,0.75847,0.484133,0.550011,0.705952,0.858351,0.359346,0.299172,0.792009,0.481216,0.399657,0.228741,0.304119,0.332097,0.471533,Control,Saline,S/C,c-SC-s
3424_12,0.083164,0.115991,0.527096,0.44381,0.268127,0.444164,0.617475,0.231481,0.636716,0.180666,0.08617,0.699436,0.435415,0.687754,0.39319,0.394127,0.545501,0.265366,0.697406,0.668723,0.122209,0.625568,0.430397,0.303516,0.276206,0.430368,0.681724,0.572775,0.664965,0.490179,0.318519,0.38371,0.425104,0.586169,0.335799,0.679295,0.628341,0.256654,0.577579,0.278889,0.310882,0.310812,0.217735,0.210657,0.443644,0.381007,0.260835,0.133695,0.229008,0.356827,0.013194,0.336461,0.597726,0.659948,0.554046,0.555962,0.193307,0.317949,0.334429,0.036204,0.457629,0.361496,0.360076,0.710183,0.542952,0.516513,0.74701,0.842267,0.359346,0.299172,0.659948,0.553303,0.412825,0.2142,0.304119,0.332097,0.456433,Control,Saline,S/C,c-SC-s
3424_13,0.07647,0.112027,0.546529,0.387616,0.161045,0.464155,0.648188,0.198068,0.721226,0.191175,0.085518,0.656704,0.31307,0.710664,0.329029,0.361616,0.495031,0.230156,0.662406,0.704575,0.136289,0.645729,0.554157,0.262874,0.230592,0.392753,0.679089,0.584118,0.621748,0.63138,0.291935,0.340544,0.456709,0.585211,0.296776,0.643282,0.678668,0.251062,0.570374,0.262136,0.340318,0.271948,0.22773,0.120933,0.414879,0.408628,0.25895,0.181856,0.202143,0.274715,0.007848,0.344826,0.484012,0.70352,0.584375,0.539735,0.183297,0.296183,0.357467,0.094665,0.654948,0.405171,0.487389,0.714006,0.449688,0.497714,0.673792,0.791156,0.359346,0.299172,0.70352,0.612954,0.420813,0.29532,0.304119,0.332097,0.460694,Control,Saline,S/C,c-SC-s
